Id,model,year,price_k_rub,transmission,mileage_km,fuelType,l_100km,engineSize,Make
900,3 Series,2019,2233,Semi-Auto,16576,Diesel,5.1,2,BMW
9324,2 Series,2016,1254,Manual,47411,Petrol,5.6,1.5,BMW
13210,Fiesta,2018,1208,Manual,9714,Petrol,4.8,1,ford
2042,Yeti Outdoor,2017,1360,Semi-Auto,36104,Petrol,5.5,1.2,skoda
1894,Tucson,2017,1623,Manual,32180,Diesel,4.6,1.7,hyundi
8477,Fiesta,2019,1705,Manual,1411,Petrol,5.1,1,ford
10622,3 Series,2015,1431,Automatic,100003,Petrol,6.8,2,BMW
11165,Tiguan,2019,2538,Manual,8047,Diesel,5.9,2,VW
4146,Astra,2018,1015,Manual,36984,Petrol,5.5,1.4,vauxhall
32,Fabia,2019,1288,Manual,3499,Petrol,5.6,1,skoda
5426,Astra,2017,945,Manual,34601,Petrol,4.4,1,vauxhall
12878,Up,2015,832,Manual,13330,Petrol,4.7,1,VW
9867,C Class,2013,913,Automatic,78858,Petrol,6.1,1.6,merc
868,A3,2019,2181,Manual,10219,Diesel,5.2,2,Audi
12697,Mondeo,2018,1776,Automatic,6238,Petrol,6.5,1.5,ford
511,T-Roc,2019,2131,Manual,9656,Diesel,5.6,1.6,VW
12897,Up,2014,629,Manual,16557,Petrol,4.5,1,VW
2621,Corsa,2014,538,Manual,45062,Petrol,5.5,1.2,vauxhall
3098,E Class,2018,2383,Semi-Auto,17267,Diesel,4.6,2,merc
13971,Fiesta,2017,843,Manual,37111,Petrol,4.3,1,ford
13357,Edge,2018,3248,Automatic,17714,Diesel,7.6,2,ford
6627,Viva,2019,761,Manual,7957,Petrol,6.1,1,vauxhall
8991,A1,2013,658,Manual,104607,Diesel,3.8,1.6,Audi
10226,Tiguan,2017,1827,Manual,47707,Diesel,5.6,2,VW
4178,Astra,2016,954,Manual,44149,Diesel,3.9,1.6,vauxhall
7842,Fiesta,2018,1045,Manual,16544,Petrol,5.1,1.1,ford
6283,Prius,2017,2181,Automatic,28571,Other,4.1,1.8,toyota
9492,X1,2016,1847,Automatic,48932,Diesel,4.9,2,BMW
4853,Tucson,2016,1268,Manual,56327,Diesel,4.6,1.7,hyundi
1125,Q5,2019,3603,Automatic,7350,Diesel,7.4,2,Audi
10398,Tiguan,2019,2842,Manual,11555,Diesel,6.7,2,VW
681,Corsa,2018,863,Manual,29385,Petrol,6.5,1.4,vauxhall
8353,C Class,2019,2614,Semi-Auto,22326,Diesel,4.6,2,merc
96,GLS Class,2016,3795,Automatic,34068,Diesel,7.6,3,merc
508,T-Roc,2018,1928,Manual,21525,Diesel,5.6,1.6,VW
7301,Focus,2016,1522,Manual,41478,Diesel,4.2,2,ford
6555,E Class,2016,2274,Semi-Auto,53248,Diesel,4.3,2,merc
10559,Kuga,2017,1763,Semi-Auto,43228,Diesel,5.2,2,ford
3748,Astra,2016,863,Manual,56609,Petrol,5.5,1.4,vauxhall
11025,Tiguan,2019,2587,Manual,13435,Diesel,6.7,2,VW
2223,I20,2015,812,Manual,80467,Petrol,5.1,1.2,hyundi
5537,Z4,2014,312,Manual,50009,Petrol,6.8,2,BMW
705,CLS Class,2019,3704,Semi-Auto,11323,Diesel,5.8,2.9,merc
7871,Fiesta,2018,1156,Manual,34948,Petrol,4.3,1,ford
14277,Focus,2017,1218,Manual,29214,Petrol,5.5,1.5,ford
7647,Q3,2020,3247,Automatic,2414,Petrol,7.0,0,Audi
2079,Yaris,2015,775,Manual,47315,Petrol,5.1,1.3,toyota
16742,KA,2016,618,Manual,37837,Petrol,4.9,1.2,ford
7584,Mokka X,2017,1116,Manual,22661,Petrol,6.0,1.4,vauxhall
3477,Fiesta,2017,934,Manual,40526,Petrol,4.5,1,ford
4512,2 Series,2017,1573,Manual,25965,Diesel,3.8,1.5,BMW
8890,C Class,2017,1959,Semi-Auto,49209,Diesel,4.4,2.1,merc
1836,I10,2019,1045,Manual,80,Petrol,5.7,1,hyundi
3831,Focus,2017,1116,Manual,34015,Petrol,4.6,1,ford
3224,Superb,2018,1732,Manual,22914,Petrol,5.2,1.4,skoda
14888,Fiesta,2017,1268,Automatic,13887,Petrol,5.2,1,ford
9485,Polo,2014,754,Manual,48221,Petrol,4.7,1,VW
2097,A Class,2015,1180,Automatic,99592,Diesel,4.1,2.1,merc
8478,Z4,2017,1825,Automatic,35050,Petrol,6.8,2,BMW
8109,Polo,2014,755,Manual,40951,Petrol,5.5,1.2,VW
1054,Fiesta,2017,812,Manual,29370,Petrol,5.2,1.2,ford
1013,Yeti Outdoor,2016,1190,Manual,68728,Petrol,5.5,1.2,skoda
14414,Touran,2012,761,Manual,88507,Diesel,5.1,1.6,VW
4237,I20,2018,1015,Manual,18715,Petrol,5.1,1.2,hyundi
10951,Tiguan,2020,2360,Manual,4828,Petrol,7.4,1.5,VW
11867,Grandland X,2019,2168,Automatic,23641,Diesel,5.3,1.5,vauxhall
14079,Focus,2015,659,Manual,111044,Diesel,3.8,1.5,ford
7100,Polo,2016,1289,Semi-Auto,20107,Petrol,4.6,1.4,VW
8688,Mokka X,2019,1370,Manual,20804,Petrol,7.2,1.4,vauxhall
10541,Zafira,2017,1268,Manual,32980,Petrol,6.7,1.4,vauxhall
9737,Fiesta,2018,1203,Manual,16010,Petrol,4.3,1,ford
17194,S-MAX,2017,1613,Automatic,81680,Diesel,5.4,2,ford
5801,Passat,2017,1269,Manual,42516,Diesel,4.0,1.6,VW
2423,Fiesta,2016,1015,Manual,35642,Diesel,3.6,1.5,ford
1013,A4,2017,1471,Manual,24296,Petrol,5.3,1.4,Audi
2671,Corsa,2019,985,Manual,21071,Petrol,6.5,1.4,vauxhall
1245,2 Series,2020,3162,Manual,163,Petrol,7.0,1.5,BMW
863,Corsa,2019,1014,Manual,2044,Petrol,6.5,1.4,vauxhall
6428,2 Series,2019,2472,Automatic,12176,Petrol,5.9,2,BMW
5646,Passat,2019,1725,Manual,27946,Diesel,5.2,2,VW
7576,Fiesta,2017,941,Manual,18651,Petrol,4.3,1,ford
3159,Yeti Outdoor,2017,1370,Manual,42760,Petrol,5.5,1.2,skoda
9852,E Class,2013,1319,Automatic,69202,Diesel,5.2,2.1,merc
9674,Focus,2017,1624,Manual,61733,Diesel,4.2,2,ford
1256,Superb,2015,1096,Manual,83789,Diesel,4.2,1.6,skoda
6417,Ka+,2016,812,Manual,31673,Petrol,4.9,1.2,ford
4125,Fabia,2019,1014,Manual,18387,Petrol,4.9,1,skoda
10017,3 Series,2009,354,Manual,143231,Petrol,5.9,2,BMW
901,Q2,2018,2030,Manual,14492,Petrol,5.6,1.4,Audi
5170,Aygo,2008,304,Manual,53108,Petrol,4.6,1,toyota
6078,B Class,2018,1776,Semi-Auto,23963,Diesel,4.1,2.1,merc
165,Corolla,2019,1725,Manual,40,Petrol,7.2,1.2,toyota
8845,A1,2015,1096,Manual,32264,Petrol,4.2,1,Audi
1196,B Class,2019,2375,Semi-Auto,3103,Diesel,5.1,2,merc
935,Fiesta,2018,1015,Manual,35024,Petrol,4.3,1,ford
1931,4 Series,2019,2842,Semi-Auto,10382,Diesel,4.8,2,BMW
1326,Z4,2019,3146,Semi-Auto,3845,Petrol,7.3,2,BMW
285,E Class,2019,3756,Semi-Auto,1012,Petrol,8.6,2,merc
12869,Focus,2017,1114,Semi-Auto,46307,Petrol,5.5,1,ford
13345,GTC,2015,761,Manual,52439,Petrol,6.0,1.4,vauxhall
12801,Up,2012,558,Manual,87220,Petrol,4.7,1,VW
614,Kona,2019,1522,Manual,1207,Petrol,6.4,1,hyundi
2377,C Class,2015,2029,Semi-Auto,20067,Diesel,4.4,2.1,merc
3640,3 Series,2016,1498,Automatic,22867,Diesel,3.8,2,BMW
8463,Mokka X,2018,1299,Manual,8626,Petrol,7.2,1.4,vauxhall
2037,Corsa,2019,1116,Manual,3724,Petrol,6.5,1.4,vauxhall
6603,A5,2020,2740,Semi-Auto,4828,Petrol,7.1,2,Audi
8862,2 Series,2016,1421,Manual,58339,Diesel,4.4,2,BMW
1879,A5,2017,2005,Manual,32483,Diesel,4.4,2,Audi
2652,I30,2015,767,Manual,54444,Diesel,3.6,1.6,hyundi
5436,Astra,2019,1299,Manual,19,Petrol,5.4,1.4,vauxhall
5125,4 Series,2019,2837,Semi-Auto,12920,Diesel,5.3,3,BMW
734,Golf,2019,3654,Automatic,6437,Petrol,8.6,2,VW
6063,Astra,2018,1421,Manual,34707,Diesel,3.9,1.6,vauxhall
6248,Prius,2017,1807,Automatic,54251,Hybrid,3.0,1.8,toyota
4671,I30,2018,1076,Manual,19801,Diesel,3.8,1.6,hyundi
7067,Polo,2014,913,Semi-Auto,51763,Petrol,4.7,1.2,VW
3916,A3,2017,1420,Manual,53332,Petrol,4.6,1.4,Audi
9530,5 Series,2016,2030,Automatic,35908,Diesel,5.5,3,BMW
8049,C Class,2018,2771,Semi-Auto,5069,Diesel,4.6,2,merc
1413,X2,2019,2621,Automatic,9827,Diesel,4.6,2,BMW
13903,EcoSport,2016,984,Manual,16444,Diesel,4.4,1.5,ford
10013,GL Class,2016,1827,Automatic,42665,Diesel,5.0,2.1,merc
11781,Grandland X,2019,1969,Automatic,11990,Diesel,4.9,1.5,vauxhall
7458,A8,2011,1015,Automatic,168981,Diesel,6.6,3,Audi
8622,Focus,2017,1197,Manual,21306,Diesel,3.8,1.5,ford
4081,Golf,2017,1369,Manual,26345,Petrol,5.3,1.4,VW
8778,3 Series,2015,1594,Automatic,68384,Diesel,5.0,3,BMW
7589,Mokka X,2016,1086,Manual,16187,Petrol,6.7,1.6,vauxhall
10555,Tiguan,2018,1929,Manual,28083,Petrol,6.1,1.4,VW
3557,Auris,2017,1594,Automatic,53733,Hybrid,3.6,1.8,toyota
666,GLC Class,2016,1978,Semi-Auto,95662,Diesel,5.0,2.1,merc
8725,Q5,2015,1949,Manual,34705,Diesel,5.9,2,Audi
8531,A Class,2019,2233,Semi-Auto,6444,Diesel,4.3,1.5,merc
1972,Yaris,2018,1035,Manual,29922,Petrol,4.8,1.5,toyota
11062,Fiesta,2019,1675,Semi-Auto,8401,Petrol,5.8,1,ford
10775,Tourneo Custom,2019,2994,Manual,11265,Diesel,8.9,2,ford
411,Corsa,2017,812,Manual,22867,Petrol,5.1,1.4,vauxhall
7590,Polo,2017,1260,Semi-Auto,27385,Petrol,4.7,1.2,VW
8232,C Class,2018,2720,Semi-Auto,12015,Petrol,6.0,2,merc
4189,Astra,2020,1553,Manual,14,Petrol,5.2,1.2,vauxhall
4213,Aygo,2017,812,Manual,36143,Petrol,4.1,1,toyota
6692,E Class,2017,2132,Semi-Auto,69575,Diesel,4.3,2,merc
401,Corsa,2017,710,Manual,30185,Petrol,5.1,1.4,vauxhall
1469,4 Series,2016,2684,Semi-Auto,31131,Petrol,7.2,3,BMW
2559,Corsa,2019,1015,Manual,11265,Petrol,6.5,1.4,vauxhall
3032,3 Series,2019,2192,Semi-Auto,37015,Petrol,5.9,2,BMW
10521,Tiguan,2019,2385,Manual,11265,Diesel,5.9,2,VW
4337,Golf,2017,1355,Manual,28968,Petrol,5.3,1.4,VW
4631,Astra,2019,1167,Manual,30478,Petrol,5.5,1.4,vauxhall
1174,5 Series,2014,1167,Manual,104607,Diesel,4.9,2,BMW
13252,Insignia,2017,1775,Automatic,11265,Diesel,5.7,2,vauxhall
11782,Tiguan,2017,2211,Manual,53409,Diesel,5.6,2,VW
13943,Arteon,2019,2638,Automatic,16,Petrol,7.0,1.5,VW
1529,Fiesta,2017,1137,Manual,19924,Petrol,4.3,1,ford
4017,X3,2015,1927,Semi-Auto,53305,Diesel,5.9,3,BMW
10878,Zafira,2010,202,Manual,160934,Petrol,6.7,1.6,vauxhall
8909,3 Series,2014,1147,Automatic,83874,Diesel,4.5,2,BMW
10952,Meriva,2016,633,Manual,45192,Petrol,6.0,1.4,vauxhall
386,Focus,2016,985,Manual,21694,Petrol,4.7,1,ford
3865,Yeti Outdoor,2017,1117,Semi-Auto,89114,Petrol,5.5,1.2,skoda
5526,5 Series,2020,4161,Semi-Auto,4365,Hybrid,5.1,2,BMW
14162,Focus,2018,1624,Automatic,9133,Diesel,4.2,1.5,ford
2684,Karoq,2019,1827,Manual,15929,Diesel,4.5,1.6,skoda
5058,3 Series,2019,3602,Semi-Auto,16303,Diesel,6.4,3,BMW
16057,S-MAX,2013,812,Manual,80467,Diesel,5.3,2,ford
9069,Focus,2018,1390,Manual,25637,Petrol,4.9,1,ford
2282,Fabia,2018,1015,Manual,24607,Petrol,4.4,1,skoda
9304,C Class,2019,3268,Automatic,8869,Diesel,5.2,2,merc
6073,C-HR,2019,2537,Automatic,7395,Hybrid,3.8,1.8,toyota
4445,EcoSport,2019,1576,Manual,5868,Petrol,5.5,1,ford
11032,A Class,2018,1982,Automatic,11972,Diesel,4.3,1.5,merc
5345,Q5,2019,3546,Automatic,9024,Diesel,7.4,2,Audi
8388,3 Series,2015,1391,Automatic,137096,Diesel,5.3,3,BMW
6376,Passat,2019,1847,Automatic,10211,Petrol,6.8,1.5,VW
11612,Adam,2015,711,Manual,43459,Petrol,5.3,1.2,vauxhall
12226,Grandland X,2019,1725,Manual,15949,Petrol,6.4,1.2,vauxhall
267,Kuga,2017,1390,Manual,66718,Diesel,5.2,2,ford
5715,Octavia,2018,1472,Automatic,20921,Petrol,5.1,1.5,skoda
10926,Tiguan,2018,2257,Manual,35117,Diesel,6.7,2,VW
687,Corsa,2019,1116,Manual,512,Petrol,6.5,1.4,vauxhall
3341,Fiesta,2018,913,Manual,28759,Petrol,4.4,1.1,ford
10093,CLA Class,2020,3045,Automatic,1609,Petrol,6.3,1.3,merc
5314,Aygo,2015,556,Manual,87575,Petrol,4.1,1,toyota
14270,Touran,2018,2384,Semi-Auto,10287,Diesel,4.8,2,VW
5368,Q2,2019,2181,Manual,3215,Diesel,5.7,1.6,Audi
6061,C-HR,2017,1847,Automatic,59155,Hybrid,3.8,1.8,toyota
5062,Aygo,2017,721,Manual,22618,Petrol,4.1,1,toyota
1219,Focus,2016,1725,Manual,25778,Petrol,6.8,2,ford
3676,Fiesta,2018,1193,Manual,24023,Petrol,4.3,1,ford
1470,5 Series,2018,2524,Automatic,16898,Diesel,4.3,2,BMW
6355,5 Series,2017,2265,Automatic,26398,Diesel,4.3,2,BMW
554,Fabia,2018,863,Manual,44176,Petrol,4.9,1,skoda
11438,Tiguan,2017,2537,Semi-Auto,32719,Diesel,4.9,2,VW
9681,Crossland X,2019,1492,Manual,529,Petrol,6.3,1.2,vauxhall
4695,Fabia,2019,943,Manual,14824,Petrol,4.9,1,skoda
1865,I800,2016,1420,Manual,48736,Diesel,7.5,2.5,hyundi
13396,GTC,2016,982,Manual,49970,Diesel,4.3,1.6,vauxhall
1661,4 Series,2019,2941,Semi-Auto,8694,Diesel,4.7,2,BMW
1424,Fiesta,2018,1472,Manual,8406,Petrol,4.8,1,ford
4509,TT,2019,2740,Manual,9656,Petrol,7.1,2,Audi
11733,Tiguan,2018,2689,Automatic,40277,Diesel,5.7,2,VW
2376,Golf,2019,2112,Semi-Auto,4994,Petrol,6.2,1.5,VW
12597,Puma,2019,2132,Manual,241,Petrol,5.6,1,ford
12910,Focus,2017,1341,Manual,21066,Petrol,5.5,1.5,ford
9662,Crossland X,2019,1370,Manual,8803,Petrol,6.0,1.2,vauxhall
9458,E Class,2017,2121,Semi-Auto,47476,Diesel,3.9,2,merc
2091,X3,2015,1847,Manual,53541,Diesel,5.4,2,BMW
8421,Polo,2019,1268,Manual,124,Petrol,5.8,1,VW
1193,Corsa,2016,708,Manual,63455,Diesel,3.4,1.3,vauxhall
11061,Meriva,2016,711,Manual,82525,Petrol,5.9,1.4,vauxhall
17704,Tourneo Connect,2016,1522,Automatic,9656,Diesel,5.0,1.5,ford
10619,X5,2017,2883,Automatic,56425,Diesel,6.0,3,BMW
9326,A5,2017,2029,Automatic,94512,Diesel,4.2,2,Audi
13613,Kuga,2019,2434,Manual,12873,Diesel,7.2,2,ford
5560,GLC Class,2019,3104,Semi-Auto,20876,Diesel,5.0,2.1,merc
2846,Yaris,2018,924,Automatic,88152,Hybrid,3.7,1.5,toyota
13647,Focus,2018,1391,Manual,17381,Diesel,3.8,1.5,ford
8085,Fiesta,2019,1350,Manual,7001,Petrol,5.0,1,ford
10098,A Class,2017,2690,Automatic,53322,Petrol,6.9,2,merc
5548,Golf,2016,1117,Manual,31797,Diesel,3.8,1.6,VW
12283,Up,2020,1015,Manual,8047,Petrol,5.2,1,VW
176,E Class,2017,2081,Semi-Auto,32501,Diesel,3.9,2,merc
11061,GL Class,2015,1604,Automatic,86655,Diesel,5.0,2.1,merc
2099,A Class,2016,1477,Manual,51282,Diesel,4.1,1.5,merc
1035,Golf,2016,1116,Manual,55133,Petrol,5.3,1.4,VW
14243,Touran,2016,1682,Semi-Auto,37050,Diesel,4.8,2,VW
886,A4,2017,1857,Manual,33212,Diesel,4.2,2,Audi
1961,Q5,2013,1497,Manual,101635,Diesel,5.9,2,Audi
1286,Fiesta,2014,538,Manual,85215,Petrol,5.2,1.2,ford
15816,Fiesta,2018,1015,Manual,3753,Petrol,5.1,1.1,ford
11874,Sharan,2019,2944,Manual,80,Diesel,6.5,2,VW
5933,B-MAX,2015,808,Manual,49186,Petrol,4.9,1,ford
12112,Grandland X,2019,2132,Manual,5827,Diesel,5.8,1.5,vauxhall
12019,Grandland X,2018,1604,Manual,55352,Diesel,5.0,1.5,vauxhall
8138,Polo,2017,984,Manual,55342,Petrol,4.7,1.2,VW
2107,X3,2017,2899,Semi-Auto,23427,Diesel,5.9,3,BMW
1157,M Class,2013,1702,Semi-Auto,66572,Diesel,7.2,3,merc
10329,Tiguan,2019,2025,Manual,24140,Petrol,6.1,1.4,VW
2225,I10,2017,812,Manual,49890,Petrol,4.7,1,hyundi
2701,Yaris,2017,862,Manual,49890,Petrol,4.9,1.3,toyota
11406,Focus,2018,1268,Manual,32419,Petrol,4.9,1,ford
2952,Grand C-MAX,2017,1304,Manual,14104,Diesel,4.4,1.5,ford
11557,Tiguan,2016,1522,Manual,50215,Diesel,4.8,2,VW
2270,2 Series,2019,2228,Semi-Auto,13481,Petrol,5.9,2,BMW
1319,Focus,2019,1765,Manual,5459,Petrol,4.7,1,ford
422,3 Series,2016,1979,Semi-Auto,79025,Diesel,5.5,3,BMW
6471,3 Series,2019,3552,Semi-Auto,3219,Diesel,5.9,3,BMW
10709,Tiguan,2018,2056,Semi-Auto,18710,Diesel,4.9,2,VW
5135,Aygo,2019,964,Manual,4184,Petrol,4.9,1,toyota
11103,Tiguan,2015,1162,Semi-Auto,99769,Diesel,5.9,2,VW
809,Corsa,2017,670,Manual,74368,Petrol,5.1,1.4,vauxhall
3834,Aygo,2016,680,Manual,41838,Petrol,4.1,1,toyota
1835,Corsa,2016,700,Manual,20939,Petrol,5.1,1.4,vauxhall
612,Octavia,2017,1147,Semi-Auto,54901,Petrol,4.8,1.4,skoda
7556,Polo,2017,944,Manual,49431,Diesel,4.7,1.4,VW
947,2 Series,2015,1218,Semi-Auto,49468,Diesel,4.1,2,BMW
12134,Up,2016,883,Manual,27359,Petrol,4.2,1,VW
4675,Astra,2016,927,Manual,61280,Petrol,4.5,1,vauxhall
2115,I10,2017,710,Manual,48839,Petrol,4.9,1.2,hyundi
3703,Astra,2017,842,Manual,78344,Petrol,4.5,1,vauxhall
793,RAV4,2016,2131,Automatic,50297,Hybrid,4.9,2.5,toyota
6767,Q3,2017,2100,Semi-Auto,28625,Diesel,5.3,2,Audi
4905,Octavia,2019,1522,Semi-Auto,10594,Petrol,4.9,1.5,skoda
6042,Q2,2020,2934,Manual,1933,Diesel,6.1,1.6,Audi
3145,X2,2019,2942,Automatic,2132,Petrol,7.2,2,BMW
8582,C Class,2019,2066,Semi-Auto,22539,Petrol,6.1,1.5,merc
8648,C Class,2019,2639,Semi-Auto,21354,Diesel,4.6,2,merc
8258,Polo,2016,919,Manual,61155,Petrol,4.7,1.2,VW
1207,Octavia,2018,1705,Manual,30103,Diesel,4.5,2,skoda
2481,1 Series,2016,1166,Manual,58258,Diesel,3.4,1.5,BMW
2901,Golf,2017,1928,Semi-Auto,97478,Petrol,7.1,2,VW
9486,Q2,2020,2892,Automatic,163,Petrol,6.7,1.5,Audi
7198,Mokka,2017,1117,Manual,45578,Petrol,6.0,1.4,vauxhall
10060,Focus,2019,1738,Automatic,2990,Petrol,5.6,1,ford
6229,Passat,2015,1014,Manual,107826,Diesel,4.2,2,VW
13745,Touareg,2017,2537,Semi-Auto,40213,Diesel,6.6,3,VW
3994,Tucson,2018,1623,Manual,16282,Petrol,8.1,1.6,hyundi
1876,Octavia,2019,1367,Manual,20102,Petrol,5.1,1.5,skoda
6556,Fiesta,2018,1218,Manual,33944,Diesel,4.8,1.5,ford
3310,Auris,2017,1827,Automatic,33151,Hybrid,3.6,1.8,toyota
9874,Crossland X,2017,1177,Manual,23150,Petrol,4.9,1.2,vauxhall
5559,Aygo,2018,885,Manual,43182,Petrol,4.1,1,toyota
7594,Q3,2017,2029,Manual,23741,Petrol,5.7,1.4,Audi
1135,Corsa,2015,690,Manual,44257,Petrol,5.2,1.4,vauxhall
9323,Focus,2017,1066,Manual,35352,Petrol,4.7,1,ford
9399,Mokka X,2019,1471,Manual,12643,Petrol,7.2,1.4,vauxhall
10590,EcoSport,2018,1439,Semi-Auto,38314,Petrol,5.8,1,ford
789,Corsa,2017,863,Manual,44971,Petrol,5.1,1.4,vauxhall
10259,Focus,2018,1624,Manual,20757,Diesel,3.8,1.5,ford
12979,Up,2019,1065,Manual,7152,Petrol,5.2,1,VW
1214,Fiesta,2016,883,Manual,26318,Petrol,4.3,1,ford
8574,A6,2017,1502,Automatic,124305,Diesel,4.2,2,Audi
6238,2 Series,2019,2538,Semi-Auto,8381,Petrol,5.9,2,BMW
6303,Passat,2015,761,Manual,218870,Diesel,4.2,1.6,VW
4928,Golf,2014,710,Manual,109537,Diesel,3.8,1.6,VW
10556,A Class,2016,1350,Automatic,137803,Diesel,4.1,2.1,merc
9958,C-MAX,2016,921,Automatic,36870,Diesel,4.4,1.5,ford
5567,Golf,2019,2944,Automatic,3018,Petrol,8.6,2,VW
5789,GLC Class,2019,3602,Semi-Auto,11008,Diesel,6.9,2,merc
7720,1 Series,2016,1065,Manual,57936,Diesel,4.1,2,BMW
1794,A Class,2016,1603,Manual,33096,Diesel,4.5,2.1,merc
168,A3,2014,1167,Semi-Auto,65672,Petrol,5.6,1.8,Audi
16161,EcoSport,2019,1522,Manual,22764,Petrol,5.3,1,ford
2541,Fabia,2016,695,Manual,82799,Petrol,4.7,1.2,skoda
3010,Auris,2017,1370,Automatic,102438,Hybrid,3.6,1.8,toyota
9979,E Class,2013,1080,Automatic,94647,Petrol,6.7,1.8,merc
4826,Tucson,2016,1116,Manual,51700,Petrol,6.3,1.6,hyundi
3998,Aygo,2017,913,Semi-Auto,28086,Petrol,4.2,1,toyota
8743,Fiesta,2017,1096,Manual,20921,Petrol,4.3,1,ford
10656,Tiguan,2020,2893,Semi-Auto,9656,Diesel,9.0,2,VW
4959,A3,2017,1827,Manual,26421,Diesel,4.2,1.6,Audi
2915,Corsa,2019,1289,Manual,2887,Petrol,6.5,1.4,vauxhall
1411,I10,2014,496,Manual,60954,Petrol,4.7,1,hyundi
4618,Yeti Outdoor,2017,1492,Semi-Auto,37639,Petrol,5.5,1.2,skoda
4684,Q2,2019,1972,Manual,18382,Diesel,5.7,1.6,Audi
5602,Fabia,2020,1420,Manual,16,Petrol,5.6,1,skoda
1249,Golf,2019,1974,Semi-Auto,9419,Diesel,5.4,2,VW
6087,GLA Class,2019,2233,Semi-Auto,10459,Petrol,6.3,1.6,merc
10350,Tiguan,2019,2690,Semi-Auto,8838,Diesel,7.1,2,VW
7833,CLS Class,2019,4567,Automatic,6861,Diesel,5.8,2.9,merc
661,I10,2014,553,Manual,68149,Petrol,4.7,1,hyundi
7162,C Class,2016,1675,Semi-Auto,57066,Diesel,4.4,2.1,merc
3163,Yeti Outdoor,2015,951,Semi-Auto,86452,Petrol,5.5,1.2,skoda
2301,Yaris,2016,913,Automatic,134039,Hybrid,3.3,1.5,toyota
12353,Up,2017,655,Manual,47403,Petrol,4.4,1,VW
5118,Q3,2019,3602,Semi-Auto,4490,Diesel,6.2,2,Audi
10441,A7,2016,2334,Semi-Auto,41843,Diesel,5.4,3,Audi
5423,Aygo,2019,1014,Manual,24,Petrol,5.0,1,toyota
2854,A3,2015,1268,Manual,32602,Diesel,3.4,1.6,Audi
982,3 Series,2013,862,Manual,110365,Diesel,4.6,2,BMW
7854,Fiesta,2018,1421,Manual,20231,Petrol,4.8,1,ford
1446,Corsa,2017,883,Manual,42248,Petrol,5.1,1.4,vauxhall
1730,Fiesta,2017,1041,Manual,20258,Petrol,4.3,1,ford
7913,A1,2014,659,Manual,128747,Diesel,4.1,2,Audi
2680,Focus,2017,1045,Manual,29874,Petrol,4.7,1,ford
3875,Focus,2018,1218,Manual,11698,Petrol,4.6,1,ford
6566,Hilux,2019,2537,Automatic,3138,Diesel,7.8,2.4,toyota
6887,Polo,2018,1409,Manual,8629,Petrol,5.4,1,VW
4366,I20,2017,841,Manual,39422,Petrol,4.3,1,hyundi
5271,Golf,2017,1421,Automatic,27359,Petrol,4.3,1,VW
10490,M Class,2013,1929,Automatic,44952,Diesel,6.3,2.1,merc
9097,A5,2016,1979,Automatic,35354,Diesel,5.0,2,Audi
3926,Tucson,2017,1515,Semi-Auto,43581,Diesel,4.9,1.7,hyundi
608,RAV4,2017,2118,Automatic,48435,Hybrid,4.9,2.5,toyota
16241,Fiesta,2009,354,Manual,115753,Petrol,5.7,1.2,ford
4777,CL Class,2014,1670,Semi-Auto,61657,Diesel,4.5,2.1,merc
7536,X5,2015,2629,Automatic,80467,Diesel,6.0,3,BMW
6165,A4,2019,2433,Automatic,8047,Petrol,7.1,2,Audi
8978,A1,2012,783,Manual,69416,Diesel,3.8,1.6,Audi
7479,C Class,2019,2776,Semi-Auto,9522,Diesel,4.4,2,merc
4208,Astra,2017,902,Manual,63035,Petrol,4.4,1,vauxhall
17720,Fiesta,2016,964,Manual,23945,Petrol,4.3,1,ford
16156,Fiesta,2018,1065,Manual,26192,Petrol,4.3,1,ford
11458,Fiesta,2018,985,Manual,52176,Petrol,4.3,1,ford
3509,C Class,2016,1370,Manual,51779,Diesel,4.0,2.1,merc
1220,Octavia,2016,1471,Semi-Auto,90274,Diesel,5.0,2,skoda
2445,Golf,2013,942,Semi-Auto,71011,Petrol,5.0,1.4,VW
8570,C Class,2019,3299,Semi-Auto,2097,Petrol,6.1,1.5,merc
1991,Kodiaq,2019,2436,Manual,1939,Petrol,8.2,1.5,skoda
3154,Focus,2018,2030,Manual,27169,Petrol,6.8,2,ford
3802,Superb,2019,2939,Automatic,9656,Diesel,6.0,2,skoda
8837,A Class,2020,2447,Semi-Auto,1609,Diesel,4.2,1.5,merc
5240,Focus,2018,1258,Manual,20381,Petrol,4.9,1,ford
8449,X5,2016,3299,Automatic,44822,Diesel,6.0,3,BMW
5063,Superb,2016,1116,Semi-Auto,44481,Diesel,4.0,1.6,skoda
7668,E Class,2019,4263,Semi-Auto,2417,Diesel,6.0,3,merc
98,B Class,2019,2499,Automatic,5971,Diesel,5.1,2,merc
16263,Fiesta,2017,1395,Manual,19254,Petrol,5.9,1.6,ford
2955,Auris,2015,1167,Automatic,69927,Hybrid,3.9,1.8,toyota
926,C Class,2019,2741,Semi-Auto,10309,Diesel,4.4,2,merc
11245,Adam,2019,1116,Manual,24,Petrol,6.3,1.2,vauxhall
1809,Yaris,2017,913,Manual,75267,Petrol,4.8,1.5,toyota
3601,Fiesta,2018,1166,Manual,12315,Petrol,4.3,1,ford
13347,Fiesta,2018,1045,Manual,23242,Petrol,4.3,1,ford
